record_id,machine_id,machine_type,temperature_c,vibration_mms,running_hours,pressure_bar,sound_db,status
1502,M020,Pump,59.65,1.341,2566.1,3.489,66.37,Normal
1503,M001,Compressor,78.12,2.951,2025.2,2.932,65.78,Normal
1504,M018,Pump,76.04,5.173,6847.9,4.782,76.95,Warning
1505,M013,Conveyor,67.14,3.766,2987.2,3.819,62.23,Normal
1506,M017,Conveyor,121.89,13.299,7293.8,4.852,104.48,Fault
1507,M007,Motor,79.41,4.749,6923.2,4.457,81.34,Warning
1508,M015,Pump,83.3,5.725,5556.3,4.978,78.88,Warning
1509,M007,Pump,74.89,1.415,1549.2,3.575,54.99,Normal
1510,M004,Motor,109.55,10.99,9704.2,6.554,79.86,Fault
1511,M008,Motor,91.29,5.927,4757.2,5.305,77.49,Warning
1512,M001,Pump,106.67,13.877,8063.7,6.463,102.12,Fault
1513,M020,Compressor,121.51,9.129,7515.4,7.378,96.32,Fault
1514,M008,Compressor,99.23,7.332,9397.3,6.515,85.78,Fault
1515,M007,Motor,52.25,2.087,2328.2,3.115,53.78,Normal
1516,M020,Pump,100.82,11.062,6729.2,7.092,104.85,Fault
1517,M004,Compressor,98.99,5.195,4379.4,4.737,81.34,Warning
1518,M005,Fan,51.94,3.612,4989.7,4.426,69.39,Normal
1519,M019,Conveyor,65.17,1.899,2768.4,3.19,65.67,Normal
1520,M008,Motor,47.04,3.877,162.2,3.99,69.98,Normal
1521,M015,Conveyor,110.04,15.032,7479.2,6.649,85.76,Fault
1522,M007,Compressor,76.65,1.955,2297.5,4.141,71.86,Normal
1523,M005,Conveyor,51.48,3.171,3885.2,3.496,76.16,Normal
1524,M003,Motor,85.02,3.876,7634.9,5.677,85.94,Warning
1525,M009,Motor,125.78,8.768,7833.8,6.252,84.25,Fault
1526,M003,Motor,63.44,1.665,4219.5,2.916,55.09,Normal
1527,M001,Motor,42.56,1.806,1212.3,3.303,59.77,Normal
1528,M003,Motor,94.67,7.055,5467.1,4.875,80.73,Fault
1529,M015,Pump,45.05,2.659,3197.1,3.365,60.05,Normal
1530,M008,Pump,55.48,1.338,3541.2,3.19,63.88,Normal
1531,M011,Pump,64.37,3.356,684.0,3.347,57.16,Normal
1532,M004,Conveyor,59.52,2.109,4216.7,3.711,62.51,Normal
1533,M006,Pump,55.67,0.812,138.4,4.283,66.21,Normal
1534,M012,Compressor,64.55,3.695,580.7,3.286,59.97,Normal
1535,M013,Motor,62.7,1.64,2218.4,4.068,58.83,Normal
1536,M016,Compressor,86.38,6.169,6134.1,4.778,82.14,Warning
1537,M013,Motor,122.15,11.419,5333.5,6.648,106.88,Fault
1538,M012,Compressor,58.13,3.636,3406.0,3.203,71.92,Normal
1539,M018,Fan,56.84,3.39,2038.5,3.847,73.37,Normal
1540,M005,Motor,96.03,12.297,5726.1,6.207,91.25,Fault
1541,M010,Conveyor,113.86,10.875,7087.7,6.692,83.91,Fault
1542,M003,Conveyor,78.71,7.733,6322.8,4.998,80.79,Warning
1543,M016,Compressor,89.4,5.888,3791.3,5.47,71.7,Warning
1544,M019,Compressor,80.21,7.516,7758.1,4.682,78.08,Warning
1545,M006,Conveyor,90.43,5.133,6752.2,4.305,88.9,Warning
1546,M009,Fan,82.61,5.167,6285.3,4.446,78.96,Warning
1547,M018,Compressor,57.04,1.815,552.2,3.003,64.86,Normal
1548,M003,Compressor,54.6,1.896,1342.3,3.61,72.36,Normal
1549,M019,Fan,61.63,2.3,3666.6,4.279,70.74,Normal
1550,M019,Pump,66.91,0.661,1553.1,3.827,56.39,Normal
1551,M018,Pump,69.22,0.775,3115.4,3.074,59.89,Normal
1552,M007,Motor,91.37,8.943,8494.8,6.353,94.38,Fault
1553,M016,Pump,69.81,3.067,3916.1,2.798,72.78,Normal
1554,M006,Fan,72.71,6.236,4462.5,4.285,90.01,Warning
1555,M007,Conveyor,108.06,11.319,7461.6,5.735,99.83,Fault
1556,M004,Fan,121.71,9.745,8245.3,5.558,91.75,Fault
1557,M006,Conveyor,48.83,3.174,4065.1,3.08,80.24,Normal
1558,M015,Fan,55.19,3.35,1388.0,3.218,72.21,Normal
1559,M004,Fan,69.79,3.529,1690.4,3.652,76.2,Normal
1560,M005,Conveyor,55.74,3.753,1793.5,3.379,63.71,Normal
1561,M008,Pump,73.17,1.806,3185.3,4.218,69.81,Normal
1562,M018,Fan,40.65,2.299,4858.6,3.873,65.96,Normal
1563,M006,Compressor,80.63,5.843,3936.8,4.837,76.67,Warning
1564,M002,Fan,48.31,3.185,566.1,3.4,70.71,Normal
1565,M015,Compressor,54.9,2.867,2915.9,3.888,56.85,Normal
1566,M008,Pump,48.85,1.92,4192.6,2.906,58.53,Normal
1567,M005,Fan,84.58,4.607,6303.5,4.607,82.22,Warning
1568,M001,Conveyor,52.52,2.787,4931.8,3.491,72.71,Normal
1569,M020,Conveyor,56.13,4.092,1169.2,3.78,73.31,Normal
1570,M018,Motor,72.42,6.811,2999.5,4.722,87.55,Warning
1571,M013,Pump,65.19,1.773,2122.3,3.271,63.89,Normal
1572,M010,Fan,67.21,1.731,1815.5,3.722,64.93,Normal
1573,M015,Conveyor,70.7,1.768,4032.8,4.131,69.61,Normal
1574,M005,Motor,45.47,1.747,1242.9,3.814,64.15,Normal
1575,M016,Fan,64.18,1.544,1377.1,3.258,56.81,Normal
1576,M011,Fan,90.03,5.18,4875.1,4.065,77.29,Warning
1577,M004,Conveyor,52.73,1.844,696.0,2.818,64.22,Normal
1578,M016,Pump,56.4,3.567,4117.5,3.979,72.05,Normal
1579,M006,Compressor,49.95,1.36,2931.3,3.213,62.64,Normal
1580,M011,Conveyor,77.94,4.747,7290.8,4.606,86.11,Warning
1581,M019,Fan,85.34,4.801,3001.8,5.243,75.99,Warning
1582,M010,Motor,80.21,5.316,4378.5,4.78,69.5,Warning
1583,M003,Conveyor,75.83,2.74,2121.0,3.41,63.26,Normal
1584,M011,Conveyor,89.63,5.812,3380.3,5.417,79.52,Warning
1585,M016,Conveyor,51.04,2.094,760.9,3.745,60.14,Normal
1586,M016,Pump,44.28,3.164,3022.9,3.273,53.16,Normal
1587,M005,Compressor,66.67,1.118,712.4,3.575,71.56,Normal
1588,M018,Compressor,71.8,2.756,1689.0,3.031,75.52,Normal
1589,M013,Motor,47.29,1.907,1446.2,3.686,61.3,Normal
1590,M008,Conveyor,129.33,9.776,6975.0,7.072,95.25,Fault
1591,M019,Motor,63.53,3.299,109.4,3.595,54.39,Normal
1592,M002,Conveyor,93.66,7.569,7337.8,5.133,76.2,Warning
1593,M009,Compressor,51.34,2.665,1508.7,3.977,66.54,Normal
1594,M001,Motor,67.77,3.405,3666.7,3.489,70.79,Normal
1595,M017,Compressor,51.85,2.441,3351.3,4.311,75.17,Normal
1596,M013,Conveyor,57.81,4.43,57.7,3.216,66.95,Normal
1597,M005,Pump,66.35,3.02,4430.8,3.976,66.14,Normal
1598,M015,Fan,49.32,4.099,2529.2,4.199,67.88,Normal
1599,M009,Fan,70.2,4.121,4370.6,3.96,60.69,Normal
1600,M003,Fan,88.57,6.469,7195.7,5.52,86.56,Warning
1601,M002,Fan,85.73,5.174,5618.9,5.023,81.91,Warning
1602,M011,Pump,89.04,6.149,3952.0,5.044,75.13,Warning
1603,M001,Pump,72.17,1.936,1588.3,3.336,57.29,Normal
1604,M013,Fan,53.85,3.328,3535.0,3.695,57.94,Normal
1605,M019,Fan,52.64,4.147,2171.3,3.78,70.88,Normal
1606,M012,Compressor,56.27,2.87,330.8,3.374,68.26,Normal
1607,M017,Compressor,56.21,2.052,3345.3,3.061,71.71,Normal
1608,M007,Pump,67.25,3.003,32.8,4.098,63.55,Normal
1609,M009,Motor,43.14,1.835,3687.9,3.016,58.67,Normal
1610,M018,Fan,126.62,8.873,8513.8,5.069,92.83,Fault
1611,M004,Pump,66.83,1.782,704.9,3.255,69.48,Normal
1612,M009,Compressor,83.04,6.037,5509.2,5.622,84.26,Warning
1613,M014,Pump,82.61,5.768,5325.2,4.881,80.28,Warning
1614,M007,Motor,89.1,3.941,6030.8,4.93,74.58,Warning
1615,M020,Compressor,97.44,5.027,7203.8,5.025,83.87,Warning
1616,M016,Fan,40.23,4.585,1654.6,4.048,57.65,Normal
1617,M018,Fan,62.28,3.152,4234.2,4.278,63.98,Normal
1618,M004,Motor,57.1,2.341,453.2,3.061,58.38,Normal
1619,M005,Pump,68.21,0.734,5011.1,3.692,56.57,Normal
1620,M016,Compressor,108.34,7.684,5222.3,7.198,99.43,Fault
1621,M003,Fan,41.0,4.17,1400.4,4.065,63.49,Normal
1622,M007,Conveyor,60.64,3.91,4509.5,3.828,60.32,Normal
1623,M017,Pump,66.19,3.152,1561.9,3.963,72.19,Normal
1624,M020,Pump,85.23,4.209,7633.6,5.198,77.84,Warning
1625,M003,Compressor,79.63,2.846,2153.9,2.7,76.2,Normal
1626,M008,Pump,127.04,15.012,5414.7,7.497,97.28,Fault
1627,M015,Fan,52.33,4.805,469.1,3.563,56.15,Normal
1628,M016,Conveyor,61.37,4.104,2567.6,3.553,73.33,Normal
1629,M012,Pump,46.43,2.423,4420.5,4.079,55.83,Normal
1630,M007,Conveyor,65.28,3.013,1967.1,3.873,60.21,Normal
1631,M011,Fan,50.08,2.032,1715.6,3.39,68.58,Normal
1632,M001,Motor,71.26,3.576,6603.1,5.492,69.74,Warning
1633,M005,Fan,65.95,4.068,4426.8,3.568,58.09,Normal
1634,M020,Compressor,55.81,2.882,3161.1,3.281,60.88,Normal
1635,M019,Compressor,76.94,4.151,7325.3,4.52,76.97,Warning
1636,M005,Compressor,55.22,3.358,2032.9,3.142,59.83,Normal
1637,M005,Motor,64.29,3.297,3261.4,3.751,57.28,Normal
1638,M003,Motor,47.96,3.681,4749.7,3.466,60.48,Normal
1639,M010,Motor,65.88,1.504,1621.6,2.867,57.27,Normal
1640,M007,Motor,59.62,3.636,3290.9,4.311,61.26,Normal
1641,M017,Motor,69.8,3.999,6357.5,4.727,77.26,Warning
1642,M009,Motor,49.8,3.522,2148.6,3.676,55.63,Normal
1643,M002,Fan,87.89,9.912,7424.6,6.621,84.36,Fault
1644,M016,Compressor,121.87,11.261,6278.3,7.019,99.29,Fault
1645,M012,Pump,52.33,2.715,3460.5,3.686,60.42,Normal
1646,M008,Compressor,71.99,2.795,4073.2,3.347,60.19,Normal
1647,M006,Conveyor,101.25,13.095,9114.4,5.195,95.72,Fault
1648,M012,Motor,47.11,3.786,1274.6,3.721,67.64,Normal
1649,M010,Motor,66.66,1.688,3379.0,3.799,66.55,Normal
1650,M005,Pump,64.34,3.065,1864.5,3.144,69.16,Normal
1651,M017,Pump,60.01,2.777,2213.4,3.187,64.66,Normal
1652,M003,Conveyor,67.51,3.876,1540.0,2.975,68.46,Normal
1653,M008,Pump,68.75,3.307,1085.5,3.855,66.36,Normal
1654,M012,Fan,66.12,2.819,1857.5,4.092,60.31,Normal
1655,M015,Compressor,65.86,1.246,3626.2,3.107,57.74,Normal
1656,M003,Pump,60.92,3.029,3308.1,3.69,63.33,Normal
1657,M020,Compressor,111.02,12.886,6718.8,5.053,91.84,Fault
1658,M005,Compressor,77.36,5.423,5011.9,5.129,86.39,Warning
1659,M015,Conveyor,44.86,5.597,1735.7,3.721,70.39,Normal
1660,M017,Compressor,65.08,2.452,168.4,3.131,75.68,Normal
1661,M002,Motor,39.19,3.187,3908.9,3.05,64.41,Normal
1662,M008,Fan,56.69,4.315,361.3,4.184,63.2,Normal
1663,M006,Motor,66.74,1.383,3839.9,3.862,65.02,Normal
1664,M003,Conveyor,72.46,3.432,2959.4,3.347,69.25,Normal
1665,M004,Pump,69.47,3.499,2293.2,3.185,60.4,Normal
1666,M003,Pump,67.93,2.048,409.7,3.015,67.0,Normal
1667,M004,Fan,44.36,2.547,389.2,3.24,69.49,Normal
1668,M013,Conveyor,68.52,2.641,1098.6,2.59,65.11,Normal
1669,M006,Compressor,104.24,15.319,8628.6,6.756,101.77,Fault
1670,M015,Conveyor,70.34,3.312,876.6,3.337,62.77,Normal
1671,M009,Conveyor,86.22,8.753,6607.1,6.228,95.06,Fault
1672,M016,Fan,64.58,1.984,3727.0,3.722,57.36,Normal
1673,M006,Conveyor,72.91,2.592,3007.0,3.12,62.64,Normal
1674,M004,Fan,44.75,1.907,568.3,3.827,68.17,Normal
1675,M017,Motor,88.16,5.538,4438.5,4.881,79.46,Warning
1676,M012,Fan,114.5,12.963,7656.3,4.911,105.84,Fault
1677,M014,Compressor,84.33,5.256,7103.0,4.401,82.68,Warning
1678,M016,Fan,52.06,1.728,4137.1,3.073,71.04,Normal
1679,M004,Compressor,68.25,0.947,386.3,4.21,65.17,Normal
1680,M016,Fan,63.79,2.383,2841.0,3.809,60.36,Normal
1681,M011,Fan,43.38,3.42,4520.3,3.81,59.52,Normal
1682,M011,Motor,43.4,3.05,355.2,3.794,66.89,Normal
1683,M016,Conveyor,73.55,4.42,536.3,3.851,63.37,Normal
1684,M018,Motor,51.67,1.193,1949.9,3.671,63.61,Normal
1685,M002,Fan,101.87,13.602,6800.5,6.553,96.36,Fault
1686,M007,Motor,57.22,3.174,462.5,3.232,53.36,Normal
1687,M004,Conveyor,65.65,3.513,4918.5,3.976,62.7,Normal
1688,M002,Conveyor,92.65,5.81,6680.3,4.963,83.54,Warning
1689,M018,Motor,74.35,6.892,3145.4,4.866,70.28,Warning
1690,M014,Pump,95.05,5.235,4400.6,5.01,82.26,Warning
1691,M011,Motor,63.44,1.142,4212.6,3.967,68.34,Normal
1692,M013,Motor,60.42,1.402,2883.8,3.991,54.66,Normal
1693,M006,Compressor,66.68,1.578,2642.8,2.804,61.99,Normal
1694,M005,Motor,82.99,6.543,4468.0,4.509,79.6,Warning
1695,M008,Motor,47.34,1.862,4744.1,3.79,60.65,Normal
1696,M013,Fan,63.15,3.181,1714.4,3.4,59.65,Normal
1697,M017,Fan,124.63,12.245,9213.2,7.498,105.68,Fault
1698,M016,Conveyor,53.85,2.238,625.0,3.391,62.62,Normal
1699,M009,Motor,60.18,2.722,1997.9,3.179,72.58,Normal
1700,M014,Fan,39.99,4.203,3101.2,3.705,57.91,Normal
1701,M011,Conveyor,62.24,2.482,2156.8,3.181,73.14,Normal
1702,M006,Compressor,85.62,4.412,7865.3,5.44,84.12,Warning
1703,M011,Conveyor,112.36,13.734,8954.7,5.313,96.49,Fault
1704,M006,Motor,66.57,1.279,4785.9,3.901,60.17,Normal
1705,M013,Motor,78.69,6.154,6149.4,4.89,72.57,Warning
1706,M001,Pump,51.76,0.723,3811.1,3.39,62.19,Normal
1707,M005,Conveyor,83.86,6.318,6901.1,4.078,80.25,Warning
1708,M017,Fan,50.91,3.86,1221.2,2.735,60.14,Normal
1709,M002,Conveyor,87.37,7.453,7465.2,4.663,89.57,Warning
1710,M017,Fan,66.53,3.266,4319.6,3.507,63.33,Normal
1711,M017,Motor,94.88,8.988,6052.6,6.668,94.85,Fault
1712,M005,Pump,72.5,1.882,2352.1,2.985,66.65,Normal
1713,M020,Fan,41.36,1.617,3541.8,3.637,63.52,Normal
1714,M011,Conveyor,58.65,2.464,898.0,3.161,72.15,Normal
1715,M002,Motor,79.82,7.144,5939.6,4.189,71.16,Warning
1716,M019,Conveyor,69.69,3.854,433.7,2.597,76.74,Normal
1717,M016,Conveyor,82.96,4.429,6134.3,5.007,80.7,Warning
1718,M020,Pump,90.54,5.681,4886.2,4.44,78.5,Warning
1719,M006,Fan,61.04,2.759,4507.3,3.784,62.96,Normal
1720,M018,Conveyor,82.55,5.261,4527.0,4.899,80.9,Warning
1721,M010,Compressor,48.54,1.804,1320.4,2.804,70.62,Normal
1722,M014,Conveyor,63.32,4.416,2473.9,3.29,64.78,Normal
1723,M014,Motor,54.23,1.015,1046.0,3.416,60.6,Normal
1724,M017,Motor,83.28,5.832,7841.9,5.127,84.92,Warning
1725,M012,Fan,40.7,3.02,4795.6,2.966,61.03,Normal
1726,M009,Conveyor,48.77,1.766,3072.2,3.986,63.5,Normal
1727,M002,Fan,83.69,4.975,3362.0,4.659,81.69,Warning
1728,M002,Pump,53.87,0.602,294.9,3.068,51.77,Normal
1729,M020,Fan,45.55,3.961,1582.6,3.635,70.04,Normal
1730,M005,Conveyor,77.46,3.839,3001.3,3.026,58.93,Normal
1731,M013,Conveyor,65.64,1.469,297.3,3.92,76.72,Normal
1732,M005,Compressor,95.81,6.001,5452.5,5.035,77.4,Warning
1733,M009,Conveyor,63.22,4.457,425.3,2.524,67.61,Normal
1734,M002,Compressor,52.96,1.085,4844.3,3.551,73.57,Normal
1735,M005,Fan,96.15,9.365,6007.3,6.522,84.64,Fault
1736,M013,Pump,51.53,0.557,3974.7,3.812,61.39,Normal
1737,M020,Motor,41.81,2.36,1255.5,2.933,61.52,Normal
1738,M014,Compressor,83.85,6.197,5618.5,5.156,75.71,Warning
1739,M013,Pump,56.94,0.897,4633.0,3.784,52.62,Normal
1740,M015,Pump,69.45,2.36,1054.3,2.81,58.87,Normal
1741,M018,Compressor,97.52,6.646,4526.7,4.385,85.08,Warning
1742,M014,Conveyor,82.72,4.458,5754.6,5.108,76.94,Warning
1743,M017,Conveyor,89.79,5.819,6394.1,4.084,89.67,Warning
1744,M004,Fan,91.44,9.194,6110.8,5.829,102.27,Fault
1745,M017,Pump,62.04,1.78,1610.1,3.642,62.76,Normal
1746,M011,Motor,114.45,12.385,7953.9,5.163,84.68,Fault
1747,M010,Fan,79.42,8.125,7720.9,4.841,76.39,Warning
1748,M011,Pump,67.04,2.622,2189.9,3.972,68.53,Normal
1749,M012,Fan,121.6,8.422,5479.5,6.689,107.18,Fault
1750,M007,Motor,91.28,5.483,5331.5,4.382,71.91,Warning
1751,M002,Motor,73.79,4.08,7497.9,4.887,71.66,Warning
1752,M012,Motor,47.13,1.918,79.5,2.835,56.88,Normal
1753,M005,Conveyor,50.68,2.93,3793.7,3.337,73.36,Normal
1754,M005,Fan,78.66,5.088,7881.7,5.439,83.31,Warning
1755,M016,Conveyor,81.37,7.656,3664.7,5.173,80.8,Warning
1756,M001,Conveyor,90.99,4.852,6954.5,4.67,85.07,Warning
1757,M010,Pump,70.38,2.217,832.2,3.191,56.83,Normal
1758,M015,Conveyor,57.02,2.358,1606.6,3.804,66.26,Normal
1759,M014,Fan,55.72,2.89,1687.8,3.207,63.34,Normal
1760,M010,Pump,52.27,1.626,2322.6,2.855,56.97,Normal
1761,M009,Compressor,71.39,3.895,3258.2,3.732,65.47,Normal
1762,M016,Motor,73.71,5.57,7341.2,4.76,70.7,Warning
1763,M019,Motor,54.84,2.464,4214.2,3.465,57.56,Normal
1764,M006,Compressor,54.94,3.141,3977.3,3.621,69.11,Normal
1765,M009,Conveyor,88.78,6.457,7026.0,4.934,83.1,Warning
1766,M013,Pump,47.91,0.53,3052.9,3.526,55.95,Normal
1767,M013,Conveyor,59.74,2.97,2856.5,3.61,64.83,Normal
1768,M008,Fan,64.19,4.723,2120.7,3.201,61.36,Normal
1769,M020,Conveyor,86.07,3.808,3644.5,5.009,81.02,Warning
1770,M010,Compressor,64.92,2.018,3060.0,3.294,69.06,Normal
1771,M009,Fan,85.62,4.594,6815.5,5.269,80.38,Warning
1772,M001,Fan,46.05,4.268,901.2,4.022,63.24,Normal
1773,M017,Conveyor,86.53,6.988,3485.3,4.419,81.05,Warning
1774,M016,Fan,59.41,4.082,4258.3,3.714,76.74,Normal
1775,M007,Compressor,114.08,14.79,6278.7,7.145,89.51,Fault
1776,M001,Motor,45.11,1.341,4102.9,3.798,54.18,Normal
1777,M009,Conveyor,95.04,5.59,6371.7,4.514,94.97,Warning
1778,M013,Pump,49.88,2.056,4384.9,2.941,57.49,Normal
1779,M018,Compressor,70.92,1.971,3737.5,3.333,68.47,Normal
1780,M013,Fan,69.91,5.642,5607.0,5.427,80.68,Warning
1781,M014,Conveyor,55.06,2.944,414.9,2.71,75.49,Normal
1782,M016,Pump,76.96,3.661,7010.9,5.518,81.81,Warning
1783,M013,Fan,46.78,2.585,4805.4,3.453,62.34,Normal
1784,M001,Compressor,53.33,2.14,3672.6,3.821,67.65,Normal
1785,M012,Fan,47.83,3.102,1460.8,3.821,67.17,Normal
1786,M007,Motor,45.86,3.439,3651.1,3.115,68.07,Normal
1787,M019,Conveyor,110.53,7.55,5982.5,7.016,106.18,Fault
1788,M019,Motor,88.01,9.356,9647.4,6.074,83.45,Fault
1789,M015,Conveyor,60.75,1.678,2789.2,3.828,66.54,Normal
1790,M019,Conveyor,92.59,6.647,4153.3,4.302,88.93,Warning
1791,M015,Motor,90.09,7.25,7327.0,4.42,83.33,Warning
1792,M007,Pump,82.99,7.039,4948.7,4.953,80.28,Warning
1793,M010,Conveyor,57.74,1.667,533.3,3.497,76.78,Normal
1794,M005,Compressor,84.87,5.76,4411.8,4.402,85.54,Warning
1795,M012,Conveyor,48.58,2.432,3626.6,3.765,58.74,Normal
1796,M015,Conveyor,72.98,2.316,1856.2,2.755,72.27,Normal
1797,M015,Pump,90.73,4.001,7688.2,5.243,85.54,Warning
1798,M007,Compressor,55.21,2.74,3821.8,2.865,62.2,Normal
1799,M013,Fan,88.87,5.548,4105.0,5.613,75.98,Warning
1800,M008,Conveyor,70.68,1.286,3913.1,3.902,66.54,Normal
1801,M019,Fan,63.29,2.265,1810.8,4.328,72.49,Normal
1802,M018,Conveyor,61.93,3.51,2242.5,3.436,71.14,Normal
1803,M003,Fan,72.53,4.079,2782.6,3.978,70.07,Normal
1804,M007,Pump,52.95,0.947,1545.1,3.464,60.72,Normal
1805,M007,Compressor,68.69,2.567,2341.4,2.995,59.55,Normal
1806,M001,Pump,67.14,1.945,1505.0,4.351,58.7,Normal
1807,M014,Compressor,73.49,2.058,3670.5,3.945,64.68,Normal
1808,M011,Motor,62.96,3.226,4096.4,3.154,63.82,Normal
1809,M001,Conveyor,78.46,4.885,4361.0,4.94,81.79,Warning
1810,M012,Pump,66.39,2.181,2476.6,4.238,72.19,Normal
1811,M018,Motor,46.88,1.379,754.4,3.417,65.25,Normal
1812,M012,Motor,65.33,1.105,4240.1,4.283,63.29,Normal
1813,M004,Motor,70.29,1.742,4014.2,3.868,60.12,Normal
1814,M016,Conveyor,100.38,15.672,7133.8,7.087,100.38,Fault
1815,M015,Fan,57.43,3.122,4353.4,3.259,56.24,Normal
1816,M002,Compressor,105.57,10.909,5067.9,5.828,91.95,Fault
1817,M014,Motor,55.29,1.902,638.9,3.99,59.82,Normal
1818,M002,Fan,64.26,3.935,1331.6,4.068,74.89,Normal
1819,M006,Conveyor,56.96,1.495,2465.8,4.054,66.71,Normal
1820,M017,Motor,59.58,1.766,776.7,3.608,54.75,Normal
1821,M016,Pump,75.07,1.203,2960.4,4.188,57.96,Normal
1822,M001,Fan,42.67,4.877,280.2,3.236,65.71,Normal
1823,M011,Motor,79.94,7.502,6486.2,4.442,78.34,Warning
1824,M019,Compressor,88.38,4.969,4236.3,4.973,78.94,Warning
1825,M006,Fan,54.9,3.495,1672.5,3.15,69.36,Normal
1826,M002,Compressor,80.32,2.166,507.9,2.997,61.23,Normal
1827,M008,Compressor,61.5,2.012,368.7,2.952,61.06,Normal
1828,M009,Pump,82.73,3.921,6283.0,5.399,77.39,Warning
1829,M011,Compressor,67.16,3.523,4832.6,3.874,59.07,Normal
1830,M020,Motor,70.91,3.565,3025.4,4.006,56.64,Normal
1831,M008,Compressor,80.73,2.74,657.2,3.178,63.85,Normal
1832,M014,Compressor,83.84,3.956,6948.1,5.106,88.42,Warning
1833,M014,Fan,50.86,4.388,1505.1,3.814,67.95,Normal
1834,M004,Pump,89.61,5.968,5470.1,5.275,79.52,Warning
1835,M008,Fan,59.04,2.882,2525.2,3.985,64.06,Normal
1836,M013,Fan,53.76,2.16,2381.3,3.605,57.29,Normal
1837,M010,Conveyor,49.85,1.861,1053.3,3.424,59.74,Normal
1838,M020,Fan,83.17,6.288,3501.3,4.529,86.95,Warning
1839,M014,Conveyor,63.91,3.031,2263.7,3.018,67.78,Normal
1840,M010,Compressor,79.5,1.232,243.3,3.734,64.42,Normal
1841,M007,Compressor,76.03,3.238,2399.8,3.191,70.32,Normal
1842,M005,Pump,67.38,0.952,3296.5,3.111,61.47,Normal
1843,M002,Fan,56.38,3.211,1035.0,4.081,64.91,Normal
1844,M017,Compressor,74.93,1.212,150.6,3.312,59.71,Normal
1845,M015,Fan,59.27,3.666,1565.3,3.144,66.11,Normal
1846,M011,Conveyor,49.21,1.774,1260.8,3.057,72.77,Normal
1847,M003,Motor,56.41,2.785,4040.1,3.014,60.79,Normal
1848,M006,Compressor,94.98,5.366,5716.4,5.184,82.4,Warning
1849,M011,Fan,68.15,4.633,1406.5,3.238,54.07,Normal
1850,M008,Conveyor,78.48,5.903,4164.3,4.324,85.43,Warning
1851,M009,Pump,63.75,1.418,2882.5,2.667,53.9,Normal
1852,M020,Compressor,93.73,7.478,4841.0,4.923,84.49,Warning
1853,M008,Motor,94.55,6.895,8727.3,6.214,84.7,Fault
1854,M004,Conveyor,73.63,3.084,1559.0,3.513,69.18,Normal
1855,M017,Conveyor,64.02,1.418,987.6,3.32,73.95,Normal
1856,M002,Conveyor,67.55,1.376,1089.0,3.939,64.14,Normal
1857,M020,Pump,68.17,1.586,4846.9,3.766,55.6,Normal
1858,M003,Fan,43.09,3.007,4742.2,3.102,68.21,Normal
1859,M011,Compressor,64.85,2.125,1419.1,2.837,63.48,Normal
1860,M009,Fan,44.51,1.744,3242.7,3.312,59.35,Normal
1861,M008,Conveyor,108.85,14.621,8124.8,7.516,107.11,Fault
1862,M002,Motor,62.07,1.383,463.4,3.378,53.07,Normal
1863,M017,Motor,64.41,3.189,4990.7,4.376,60.57,Normal
1864,M002,Motor,61.95,3.015,2956.0,3.366,55.45,Normal
1865,M004,Conveyor,54.46,3.212,1511.3,3.179,76.77,Normal
1866,M011,Compressor,79.9,1.425,2379.9,4.359,69.58,Normal
1867,M016,Fan,82.96,8.344,5178.1,4.583,84.82,Warning
1868,M019,Fan,62.28,4.392,1879.0,3.218,60.23,Normal
1869,M011,Motor,111.11,14.956,6252.1,6.843,88.34,Fault
1870,M005,Fan,66.15,3.47,1646.1,3.637,57.22,Normal
1871,M002,Pump,88.17,4.785,5158.9,5.328,77.3,Warning
1872,M018,Fan,45.15,3.949,2622.0,3.342,70.17,Normal
1873,M013,Conveyor,50.41,3.279,1113.5,2.772,72.83,Normal
1874,M011,Conveyor,95.51,8.66,9980.3,6.633,101.84,Fault
1875,M004,Conveyor,87.58,6.869,6145.5,4.914,85.98,Warning
1876,M019,Pump,59.34,1.92,1349.7,4.01,54.77,Normal
1877,M018,Compressor,75.67,3.067,1996.4,3.562,61.04,Normal
1878,M006,Fan,52.15,2.275,1540.4,3.458,67.32,Normal
1879,M004,Pump,55.63,3.369,1092.3,3.436,56.2,Normal
1880,M002,Conveyor,90.41,5.014,5452.2,5.015,85.77,Warning
1881,M008,Conveyor,54.43,2.549,4414.9,4.38,66.49,Normal
1882,M019,Conveyor,62.5,1.892,2264.1,3.963,69.9,Normal
1883,M005,Motor,126.32,8.981,5390.0,5.3,93.93,Fault
1884,M014,Pump,49.48,1.639,2825.9,3.778,57.29,Normal
1885,M005,Fan,126.48,14.504,10088.9,6.145,98.91,Fault
1886,M015,Compressor,73.65,4.053,3851.9,3.488,64.04,Normal
1887,M016,Motor,64.57,1.062,3388.5,3.041,65.12,Normal
1888,M001,Pump,78.34,3.014,161.5,3.147,61.55,Normal
1889,M014,Pump,76.3,0.903,1217.9,2.851,65.98,Normal
1890,M007,Fan,42.52,2.858,2855.1,3.943,67.54,Normal
1891,M020,Conveyor,98.11,5.952,6399.9,4.273,80.77,Warning
1892,M018,Motor,52.42,3.156,2777.5,3.217,69.09,Normal
1893,M005,Motor,47.18,1.73,1605.6,2.903,62.97,Normal
